Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,วันและเวลา ที่ให้คำปรึกษาแนะนำ,วิธีขอรับคำปรึกษา,สถานะของผู้ขอคำปรึกษา,อาชีพ,ภูมิลำเนา (จังหวัดอื่นโปรดระบุช่องอื่นๆ),ประเภทของคดีที่ให้คำปรึกษา,"คดี
ตามมาตรา",ประเด็นที่ขอคำปรึกษา (เลือกได้หลายช่อง),ข้อเท็จจริง/ประเด็นที่ขอคำปรึกษาแนะนำ ,ผลการให้คำปรึกษาแนะนำ
,,,,,,,,,เกี่ยวกับคำขอขยายระเวลา ฉบับ ลว.,,,,,,,,,,
,,,,,,,,,1 พ.ค. 68 โทรแจ้ง คุณประหยัด ทราบ,,,,,,,,,,
2025-05-16 00:00:00,,บุคคลทั่วไป,,,,,,สอบถามเกี่ยวกับการยื่นคำขอขยาย,ประสาน พคป. แจ้งว่าอยู่ระหว่าง,,,,,,,,,,
,,,,,,,,ระยะเวลาการยื่นคำแก้อุทธรณ์,ท่านมีคำสั่ง ,,,,,,,,,,
,,,,,,,,ลว.16 พ.ค. 68,,,,,,,,,,,
2025-05-20 00:00:00,,บุคคลทั่วไป,,,,,,คุณปภิบูร ลืมพาสเวิรด์ และลืม,กรณีลืมพาสเวิรด์หรือ ชื่อผู้ใช้,,,,,,,,,,
,,,,,,,,E-mail จึงเข้าระบบงานคดี e,ขั้นตอนการแก้ไข,,,,,,,,,,
,,,,,,,,ที่เคยสมัครไว้ไม่ได้,1.กดเลือกลืมพาสเวิรด์/ชื่อผู้ใช้,,,,,,,,,,
,,,,,,,,,"2.กรอกเลขบัตรประชาชน,อีเมล์",,,,,,,,,,
,,,,,,,,,3.กดค้นหา จะมีคำถามที่เคยตอบ เช่น,,,,,,,,,,
,,,,,,,,,สีที่ชอบ เลือกตอบที่เคยตอบ ถ้าจำไม่ได้,,,,,,,,,,
,,,,,,,,,ให้กดตกลง จะมีปุ่มสีชมพู ข้อมูลเมล์ ,,,,,,,,,,
,,,,,,,,,จะโชว์,,,,,,,,,,
,,,,,,,,,4.การตั้งค่า รหัสชั่วคราวจะมีลิงค์ ,,,,,,,,,,
,,,,,,,,,มีตัวเลข คลิกที่นี่ กำหนดรหัสใหม่,,,,,,,,,,
,,,,,,,,,5.รหัสชั่วคราวจะถูกส่งไปที่ เมล์ที่แจ้งไว้ ,,,,,,,,,,
,,,,,,,,,กดที่ลิงค์ เพื่อคลิกเข้าระบบ กรณีลืม ,,,,,,,,,,
,,,,,,,,,e-mail ที่เคยลงทะเบียนไว้,,,,,,,,,,
,,,,,,,,,ขั้นตอนการแก้ไข,,,,,,,,,,
,,,,,,,,,1.สมัครเข้าใช้งานคดีใหม่ โดยนำสำเนา,,,,,,,,,,
,,,,,,,,,บัตรประจำตัวประชาชน 1 ใบ มาที่ศาล,,,,,,,,,,
,,,,,,,,,และเขียนคำขอแจ้งอีเมล์ใหม่ให้,,,,,,,,,,
,,,,,,,,,เจ้าหน้าที่แก้ไขข้อมูล และแจ้งชื่อและ,,,,,,,,,,
,,,,,,,,,เบอร์โทรติดต่อ,,,,,,,,,,
2025-05-26 00:00:00,,บุคคลทั่วไป,,,,,,ธ.19 ที่ สศส.ส่งไปยังนายพัฒนศักดิ์,ได้ตรวจสอบในระบบและแจ้งให้กับ,,,,,,,,,,
,,,,,,,,เป็นหนังสือนำส่งของเอกสารรายการใด,นายพัฒนศักดิ์ทราบ,,,,,,,,,,
2025-05-29 00:00:00,,บุคคลทั่วไป,,,,,,คุณกิตติพงศ์ สอบถามเกี่ยวกับการยื่น,ตรวจสอบแล้วพบว่าท่านมีคำสั่งรับ,,,,,,,,,,
,,,,,,,,ยื่นคำแก้อุทธรณ์ ลว. 3 เม.ย 68,คำแก้อุทธรณ์ และส่งคำแก้อุทธรณ์ให้,,,,,,,,,,
,,,,,,,,,ผู้อุทธรณ์ทราบ,,,,,,,,,,
2025-05-30 00:00:00,,บุคคลทั่วไป,,,,,,คุณกตัญญูแจ้งว่าได้รับข้อความจาก,ขั้นตอนการยกเลิกคำฟ้อง,,,,,,,,,,
,,,,,,,,ศาลปกครองสูงสุด แจ้งเรื่องการยื่น,1.เข้า e-mail ของคุณกตัญญู,,,,,,,,,,
,,,,,,,,คำฟ้องผิดศาล จึงอยากทราบว่าจะ,2.เลือกส่ง e-mail ถึงศาลปกครองสูงสุด,,,,,,,,,,
,,,,,,,,ดำเนินการยกเลิกคำฟ้องที่ยื่นผิดอย่างไร,3.พิมพ์ข้อความขอยกเลิกคำฟ้องที่ยื่นผิด,,,,,,,,,,
,,,,,,,,,ใส่เลขรหัสชั่วคราวที่ศาลปกครองสูงสุด,,,,,,,,,,
,,,,,,,,,ส่งให้,,,,,,,,,,
,,,,,,,,,4.รับฟ้องศาลปกครองสูงสุด จะทำการ,,,,,,,,,,
,,,,,,,,,ยกเลิกรหัสคำฟ้องชั่วคราวให้,,,,,,,,,,
2025-06-05 00:00:00,,บุคคลทั่วไป,,,,,,สอบถามว่าคดี อยู่ในขั้นตอนใดบ้าง,ตรวจสอบความเคลื่อนไวคดีใน ,,,,,,,,,,
,,,,,,,,,ADM CASE อยู่ในชั้น ออกเลขคดีแดง ,,,,,,,,,,
,,,,,,,,,แจ้งคุณกิตพงศ์ทราบ,,,,,,,,,,
2025-06-06 00:00:00,,บุคคลทั่วไป,,,,,,คุณตวีทิพย์ได้ยื่นคำขอขยายระยะเวลา,ประสาน พคป. เพื่อเสนอท่านมีคำสั่ง,,,,,,,,,,
,,,,,,,,ยื่นคำแก้อุทธรณ์ ลว. 21 พ.ค. 68,และท่านมีคำสั่งอนุญาตให้ขยาย,,,,,,,,,,
,,,,,,,,อยากทราบว่าท่านมีคำสั่งอนุญาตหรือไม่,ระยะเวลาถึงวันที่  29 มิ.ย. 68,,,,,,,,,,
,,,,,,,,อย่างไร,ตามคำขอ,,,,,,,,,,
2025-06-12 00:00:00,,บุคคลทั่วไป,,,,,,ผรม.ผฟ.ได้ยื่นคำขอขยายะระเวลา,ประสาน พคป. เพื่อเสนอท่านมีคำสั่ง,,,,,,,,,,
,,,,,,,,ยื่นคำแก้อุทธรณ์ ลว. 9 มิ.ย. 68,และท่านมีคำสั่งอนุญาตให้ขยาย,,,,,,,,,,
,,,,,,,,อยากทราบว่าท่านมีคำสั่งอย่างไร,ระยะเวลาตามคำขอ,,,,,,,,,,
,,บุคคลทั่วไป,,,,,,ผรม.ผถ.1-2 ได้ยื่นคำขอขยายระยะ,ประสาน พคป. เพื่อเสนอท่านมีคำสั่ง,,,,,,,,,,
,,,,,,,,ยื่นคำแก้อุทธรณ์ ลว. 5 มิ.ย. 68,,,,,,,,,,,
,,,,,,,,อยากทราบว่าท่านมีคำสั่งอย่างไร,,,,,,,,,,,
2025-06-13 00:00:00,,บุคคลทั่วไป,,,,,,ผรม.ผถ. ได้ยื่นคำแก้อุทธรณ์,ตรวจสอบในระบบคดี e แล้วพบว่า,,,,,,,,,,
,,,,,,,,ลว. 12 มิ.ย. 68 อยากทราบว่าศาล,ศาลได้รับคำแก้อุทธรณ์เรียบร้อยแล้ว,,,,,,,,,,
,,,,,,,,ได้รับคำแก้อุทธรณ์แล้วหรือยัง,เมื่อวันที่ 13 มิ.ย. 68 แจ้งคู่กรณีทราบ,,,,,,,,,,
2025-06-16 00:00:00,,บุคคลทั่วไป,,,,,,กรมที่ดินแจ้งว่า ศาลได้มีหมาย ต.5,ประสานกลุ่มออกหมาย และ,,,,,,,,,,
,,,,,,,,ส่งถึงผู้รับมอบอำนาจคนเก่า,เพิ่มชื่อผู้รับมอบอำนาจคนใหม่ในระบบ,,,,,,,,,,
,,,,,,,,ซึ่งกรมที่ดินได้มีหนังสือตอบรับการใช้,และกลุ่มออกหมายประสาน พปค.,,,,,,,,,,
,,,,,,,,ระบบงานคดีปกครองอิเล็กทรอนิกส์,เพื่อจัดทำหมายใหม่อีกครั้งส่งถึง,,,,,,,,,,
,,,,,,,,พร้อมกับยื่นหนังสือมอบอำนาจ,ผู้รับมอบอำนาจคนใหม่,,,,,,,,,,
,,,,,,,,คนใหม่ เมื่อวันที่ 24 มี.ค. 68,,,,,,,,,,,
2025-06-17 00:00:00,,บุคคลทั่วไป,,,,,,คุณณฐาภพแจ้งว่า ได้เข้าระบบและ,ตรวจสอบในระบบพบว่า คู่กรณีใช้งาน,,,,,,,,,,
,,,,,,,,เห็นเมนูหมาย ต. 5 ถึงคุณณฐาภพ, e แต่เกิดข้อผิดพลาดโดยการส่งหมาย,,,,,,,,,,
,,,,,,,,แต่ไม่มีไฟล์ตราครุฑคลิกเข้าดูหมายได้,ทางไปรษณีย์ให้คู่กรณี จึงดำเนินการ,,,,,,,,,,
,,,,,,,,,จัดส่งหมายทาง e ให้คู่กรณีใหม่อีกครั้ง,,,,,,,,,,
,,,,,,,,,และประสานพคป.เพื่อทราบ,,,,,,,,,,
,,บุคคลทั่วไป,,,,,,คุณนริศราแจ้งว่าได้รับหมาย ธ.22  ,ตรวจสอบพบว่าผู้ร่างไม่ได้,,,,,,,,,,
,,,,,,,,ลว.16 มิ.ย. 68 ทางระบบ e,กดนำเข้าสำเนาคำแถลงเข้าระบบ e,,,,,,,,,,
,,,,,,,,แต่ไม่มีสำเนาคำแถลง,เพื่อแจ้งคู่กรณี ประสานผู้ร่างให้กดนำเข้า,,,,,,,,,,
,,,,,,,,,คำแถลง และแจ้งคู่กรณีเข้าระบบเพื่อดู,,,,,,,,,,
,,,,,,,,,เอกสารอีกครั้ง,,,,,,,,,,
2025-06-20 00:00:00,,บุคคลทั่วไป,,,,,,แจ้งว่าได้รับข้อความจากศาลส่งหมาย,ตรวจสอบแล้วพบว่าหมายแจ้ง ต.11,,,,,,,,,,
,,,,,,,,ต.11 ในระบบ แต่คุณโรจน์เปิดดูหมาย,ศาลนัดอ่านคำสั่งศาลปกครองสูงสุด,,,,,,,,,,
,,,,,,,,ในดคดี คร.469/67 ไม่ได้,คดีดำที่ 422/67 คุณโรจน์ต้องดูหมาย,,,,,,,,,,
,,,,,,,,,ในคดีของศาลปกครองกลาง,,,,,,,,,,
2025-06-23 00:00:00,,บุคคลทั่วไป,,,,,,ผรม.ได้ยื่นคำขอขยายระยะเวลายื่น,ตรวจสอบในระบบ ศาลยังไม่มีคำสั่ง,,,,,,,,,,
,,,,,,,,คำแก้อุทธรณ์ ลว. 17 มิ.ย. 68,แจ้ง พคป. เพื่อเสนอศาลมีคำสั่ง,,,,,,,,,,
,,,,,,,,อยากทราบว่าศาลอนุญาตหรือไม่,และแจ้ง ผรม.เพื่อเข้าดูคำสั่งศาลใน,,,,,,,,,,
,,,,,,,,,ระบบอีกครั้ง,,,,,,,,,,
2025-06-24 00:00:00,,บุคคลทั่วไป,,,,,,คุณวัฒนศักดิ์แจ้งว่าได้รับคำสั่งศาล,"ตรวจสอบแล้วพบว่า หน้าที่ 2,4,6 ",,,,,,,,,,
,,,,,,,,จำนวนหน้าไม่ครบ,ขาดไปแจ้งเจ้าหน้าที่สารบบผู้รับผิดชอบ,,,,,,,,,,
,,,,,,,,,ในการแสกนดำเนินการสแกนเอกสาร,,,,,,,,,,
,,,,,,,,,เพิ่มเติมให้ครบถ้วน,,,,,,,,,,
2025-06-25 00:00:00,,บุคคลทั่วไป,,,,,,สอบถามว่าจะยื่นคำขอขยายในระบบ e,ตรวจสอบแล้วพบว่าคุณวรลักษณ์เป็น,,,,,,,,,,
,,,,,,,,จะต้องเลือกฐานะอะไร,ผู้รับมอบอำนาจฝ่ายคู่กรณีในอุทธรณ์,,,,,,,,,,
,,,,,,,,,แจ้งคุณวรรลักษณ์ ทราบ,,,,,,,,,,
2025-06-27 00:00:00,,บุคคลทั่วไป,,,,,,คุณพรรณีต้องการยื่นคำคัดค้านคำชี้แจง,แจ้งคุณพรรณรพีให้เลือกเมนู ,,,,,,,,,,
,,,,,,,,ในระบบ e จะต้องเลือกเมนูการยื่นเป็น,ยื่นคำร้อง/คำขอ,,,,,,,,,,
,,,,,,,,เมนูใด,,,,,,,,,,,
,,บุคคลทั่วไป,,,,,,คุณสุภลักษณ์ แจ้งว่าได้ใช้งานระบบ e,ตรวจสอบพบว่าในคดีศาลปกครองสูงสุด,,,,,,,,,,
,,,,,,,,ในศาลปกครองชั้นต้น และได้ยื่นคำแก้,คุณสุภลักษณ์ยังไม่เคยยื่นเอกสารมาทาง,,,,,,,,,,
,,,,,,,,อุทธรณ์เป็นกระดาษ แต่ไม่เห็นคำแก้,ระบบ e ระบบจึงยังไม่มีการเชื่อมคดี,,,,,,,,,,
,,,,,,,,อุทธรณ์ในระบบ e,เป็น e จึงแนะนำให้คุณสุภลักษณ์ยื่น,,,,,,,,,,
,,,,,,,,,เอกสารมาทางระบบ e  ก่อน,,,,,,,,,,
2025-07-07 00:00:00,,บุคคลทั่วไป,,,,,,สอบการขั้นตอนยื่นคำคัดค้านคำให้การ,แนะนำขั้นตอนการยื่นคำให้การและ,,,,,,,,,,
,,,,,,,,และการอัพโหลดเอกสาร,การอัฟโหลดเอกสาร,,,,,,,,,,
,,,,,,,,,1.กล่องช่องคำคัดค้านคำให้การ,,,,,,,,,,
,,,,,,,,,จำเป็นต้องกรอก ข้อมูล (สรุปสั้นๆ) หรือ,,,,,,,,,,
,,,,,,,,,(เขียนว่ารายละเอียดปรากฏตามเอกสาร),,,,,,,,,,
,,,,,,,,,2.การอัพโหลด,,,,,,,,,,
,,,,,,,,,2.1 ระบบบังคับให้อัฟโหลด ไฟล์ PDF,,,,,,,,,,
,,,,,,,,,ต้องกรอกจำนวนไฟล์/จำนวนหน้าด้วย,,,,,,,,,,
,,,,,,,,,2.2 ระบบบังคับให้อัฟโหลดไฟล์ Word ,,,,,,,,,,
,,,,,,,,,การแปลงเอกสารจาก Word เป็น PDF,,,,,,,,,,
,,,,,,,,,ให้เลือก Save as เป็น PDF,,,,,,,,,,
2025-07-09 00:00:00,,บุคคลทั่วไป,,,,,,ยื่นคำขอขยายระยะเวลายื่นคำแก้อุทธรณ์,ตรวจสอบแล้วศาลมีคำสั่งอนุญาตให้เป็น,,,,,,,,,,
,,,,,,,,ลว. 7 ก.ค. 68 ศาลมีคำสั่งอนุญาตหรือไม่,ครั้งสุดท้าย,,,,,,,,,,
2025-07-24 00:00:00,,บุคคลทั่วไป,,,,,,ผรม.ผู้อุทธรณ์แจ้งว่า ได้รับหมาย ,ตรวจสอบพบว่า พคป.ได้จัดทำหมาย,,,,,,,,,,
,,,,,,,,ต.10.5 ทางระบบ e แต่ไม่มีไฟล์ PDF,ต.10.5 ทางระบบ แต่ไม่ได้กดนำเข้า,,,,,,,,,,
,,,,,,,,คำแก้อุทธรณ์ ให้สามารถเปิดดูหรือ,คำแก้อุทธรณ์เข้าระบบ e จึงดำเนินการ,,,,,,,,,,
,,,,,,,,โหลดได้,กดนำเข้าคำแก้อุทธรณ์เข้าระบบ e,,,,,,,,,,
วันและเวลา,วิธีขอรับคำปรึกษา,สถานะของผู้ขอ,อาชีพ,ภูมิลำเนา ,ประเภทของ,คดีตามมาตรา,ประเด็นที่ขอ,ข้อเท็จจริง/ประเด็นที่ขอคำปรึกษาแนะนำ,ผลการให้คำปรึกษาแนะนำ,,,,,,,,,,
ที่ให้คำปรึกษา,,คำปรึกษา,,(จังหวัดอื่น,คดีที่ให้,,คำปรึกษา,,,,,,,,,,,,
แนะนำ,,,,โปรดระบุ),คำปรึกษา,,(เลือกได้หลายข้อ),,,,,,,,,,,,
2024-11-04 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สามารถสอบถามความคืบหน้าเกี่ยวกับ,ควรยื่นคำขอรับรองคดีถึงที่สุดต่อ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,คำขอหนังสือรับรองคดีถึงที่สุดที่ยื่น,ศาลปกครองชั้นต้นโดยตรง,,,,,,,,,,
,,,,,,,,ผ่านระบบอิเล็กทรอนิกส์ได้หรือไม่,,,,,,,,,,,
2024-11-04 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้มีการส่งเอกสารอุทธรณ์ผ่านระบบ,เมื่อตรวจสอบจากหมายเลขคดีใน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,อิเล็กทรอนิกส์หรือยัง,ระบบแล้ว พบว่าเอกสารอุทธรณ์,,,,,,,,,,
,,,,,,,,,ได้ยื่นเข้ามาครบถ้วนแล้ว,,,,,,,,,,
2024-11-10 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ลงทะเบียนระบบอิเล็กทรอนิกส์แล้ว,สามารถยื่นคำขอตรวจสำนวนผ่าน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,แต่ไม่เห็นหมายหรือเอกสารคดี,ระบบเพื่อให้ศาลเปิดสิทธิ์,,,,,,,,,,
,,,,,,,,,การเข้าถึงได้,,,,,,,,,,
2024-11-10 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ขอรับไฟล์คำพิพากษาของศาล,สามารถขอคัดถ่ายหรือดาวน์โหลด,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,,ไฟล์คำพิพากษาได้หลังศาลอ่าน,,,,,,,,,,
,,,,,,,,,คำพิพากษา โดยผ่านแอปพลิเคชัน,,,,,,,,,,
,,,,,,,,,“Admincourt ศาลปกครอง”,,,,,,,,,,
2024-11-10 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,เมื่อตอบรับการใช้ระบบอิเล็กทรอนิกส์,ศาลจะส่งเอกสารผ่านระบบ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,แล้ว เอกสารต่อไปจะส่งทางระบบ,อิเล็กทรอนิกส์ หากได้ตอบรับ,,,,,,,,,,
,,,,,,,,เลยหรือไม่,ใช้งานระบบแล้ว,,,,,,,,,,
2024-11-10 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ยื่นคำอุทธรณ์เพิ่มเติม แต่เอกสารแนบ,ควรนำเอกสารแนบที่อยู่ในหมวด,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ไปอยู่ในหมวดคำขอ จึงไม่สมบูรณ์,คำขอออกมาจัดรวมไว้กับคำอุทธรณ์,,,,,,,,,,
,,,,,,,,,ให้ครบถ้วน,,,,,,,,,,
2024-11-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ต้องการคัดถ่ายคำแก้อุทธรณ์ แต่ยัง,ต้องรอคำสั่งจากศาลก่อน หากศาล,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ไม่มีคำสั่งรับคำแก้อุทธรณ์,มีคำสั่งรับแล้วจึงจะสามารถขอคัด,,,,,,,,,,
,,,,,,,,,ถ่ายได้,,,,,,,,,,
2024-11-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,เทคนิค,มีอีเมลแจ้งเตือนว่ามีเอกสารเข้า แต่ใน,อาจเกิดจากข้อผิดพลาดทาง,,,,,,,,,,
,โทร.021411075,,,,,,,ระบบไม่พบเอกสาร,ระบบ ควรติดต่อเจ้าหน้าที่เทคนิค,,,,,,,,,,
2024-11-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับ SMS แจ้งว่ามีเอกสาร ,อาจเป็นเพราะไฟล์หมดอายุ ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,แต่เปิดไฟล์ไม่ได้,จึงไม่สามารถเปิดดูได้,,,,,,,,,,
2024-11-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ต้องการคัดถ่ายคำร้องอุทธรณ์,ศาลได้ออกเลขคดีเรียบร้อยแล้ว ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,แต่ยังไม่มีเลขคดีจากศาลสูง,และจะแจ้งให้ทราบผ่านระบบ,,,,,,,,,,
2024-11-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,หากยืนยันการใช้ระบบอิเล็กทรอนิกส์,หมายจะถูกส่งผ่านระบบ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,แล้ว การส่งหมายจะทำผ่านระบบ,อิเล็กทรอนิกส์ให้กับผู้เกี่ยวข้อง,,,,,,,,,,
,,,,,,,,หรือไม่,ตามลำดับ,,,,,,,,,,
2024-11-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ผู้รับมอบอำนาจเข้าใช้งานระบบไม่ได้,ควรยื่นคำร้องในระบบเพื่อขอสิทธิ์,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,หลังตอบรับการใช้ระบบแล้ว,เข้าดูเอกสารในสำนวนคดี,,,,,,,,,,
2024-12-09 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,คู่กรณียืนยันใช้ระบบศาลชั้นต้น แต่ไม่,ให้แจ้งเจ้าหน้าที่ฝ่ายเทคโน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,เชื่อมต่อในชั้นอุทธรณ์,เพื่อประสานการเชื่อมข้อมูลให้,,,,,,,,,,
,,,,,,,,,สมบูรณ์,,,,,,,,,,
2024-12-09 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ต้องการยื่นคำแก้อุทธรณ์ แต่ในระบบ,ระบบศาลอุทธรณ์อาจแสดงลำดับ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ไม่พบชื่อผู้เกี่ยวข้องตรงตามศาลชั้นต้น,ตามชื่อคู่กรณีในอุทธรณ์ ควรเลือก,,,,,,,,,,
,,,,,,,,,ตามลำดับที่ระบบแสดงไว้ได้,,,,,,,,,,
2024-12-09 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,มีการแจ้งว่าหมายถูกส่งแล้ว แต่ไม่พบ,อาจเกิดจากการยกเลิกหมายเดิม,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,หมายในระบบ,เนื่องจากข้อมูลผิดพลาด และระบบ,,,,,,,,,,
,,,,,,,,,ได้ส่งหมายใหม่อีกครั้ง,,,,,,,,,,
2024-12-09 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับหมาย ต.3 แต่ไม่มีเอกสารแนบ,ตรวจสอบพบว่าระบบของศาล,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,,มีปัญหาชั่วคราว,,,,,,,,,,
2024-12-16 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,อยากทราบวิธีนับระยะเวลาตามคำสั่ง,ให้ถือว่าหมายถึงตั้งแต่มีการส่งผ่าน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ศาลและการยื่นพยานหลักฐาน,ระบบ และหากไม่สามารถยื่นพยาน,,,,,,,,,,
,,,,,,,,,ได้ ให้ทำคำร้องชี้แจงต่อศาล,,,,,,,,,,
2024-12-16 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,หากยื่นขอขยายเวลาผ่านระบบ ,เมื่อยื่นผ่านระบบแล้ว ถือว่าเป็น,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,จะถือว่าใช้ระบบอิเล็กทรอนิกส์หรือไม่,การตอบรับใช้งานระบบอัตโนมัติ ,,,,,,,,,,
,,,,,,,,,แม้ไม่ได้กดยืนยันแยกต่างหาก,,,,,,,,,,
2024-12-16 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,หากศาลมีคำสั่งใหม่ จะทราบ,จะมีข้อความแจ้งเตือนไปยังเบอร์,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ได้อย่างไร,โทรศัพท์ที่ลงทะเบียนไว้ และ,,,,,,,,,,
,,,,,,,,,สามารถเข้าไปดูคำสั่งในระบบได้,,,,,,,,,,
2024-12-18 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับหมาย ต.5 แต่เปิดไฟล์แนบไม่ได้,อาจเกิดจากปัญหาอินเทอร์เน็ต/,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,,ระบบ ควรลองออกจากระบบแล้ว,,,,,,,,,,
,,,,,,,,,เข้าสู่ระบบใหม่อีกครั้ง,,,,,,,,,,
2024-12-18 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ยื่นขอขยายเวลายื่นคำแก้อุทธรณ์,เมื่อศาลมีคำสั่งอนุญาตจะมีหนังสือ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,อยากทราบว่าศาลอนุญาตหรือยัง,แจ้งผ่านระบบในเวลาที่ระบุ,,,,,,,,,,
2024-12-18 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,แจ้งว่าผู้รับมอบอำนาจช่วงฝ่าย,ตรวจสอบในระบบคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ผู้อุทธรณ์ได้ยื่นคำขอขยายระยะเวลา,พบว่าอยู่ระหว่างการพิจารณา,,,,,,,,,,
,,,,,,,,ยื่นคำแก้อุทธรณ์เมื่อวันที่ 27,ของศาล,,,,,,,,,,
,,,,,,,,ธันวาคม 2567 จึงอยากทราบว่าศาล,,,,,,,,,,,
,,,,,,,,ได้มีคำสั่งอนุญาตหรือไม่,,,,,,,,,,,
2024-12-18 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,คู่กรณีไม่ได้รับเอกสารแนบ ,ได้แจ้งเจ้าหน้าที่ผู้ออกหมาย,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,หมาย ธ.19 ในระบบ e-Court,ให้กดนำเข้าเอกสารแนบเข้าสู่,,,,,,,,,,
,,,,,,,,,ระบบเรียบร้อยแล้ว,,,,,,,,,,
2024-12-24 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สอบถามการอัปโหลดไฟล์ เนื่องจาก,ได้แจ้งขั้นตอนการปฏิบัติ และ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ส่งไม่ผ่าน,แนะนำการสแกนไฟล์เอกสาร,,,,,,,,,,
,,,,,,,,,ให้ชัดเจน เพื่อความสะดวกในการ,,,,,,,,,,
,,,,,,,,,อัปโหลดผ่านระบบ,,,,,,,,,,
,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ผู้ฟ้องคดีได้ยื่นคำร้องอุทธรณ์คำสั่ง,คดีอยู่ในขั้นตอนดำเนินกระบวน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ลงวันที่ 6 พฤศจิกายน 2567 ,พิจารณาของศาล,,,,,,,,,,
,,,,,,,,อยากทราบความคืบหน้าว่าศาลมีคำสั่ง,,,,,,,,,,,
,,,,,,,,อย่างไร,,,,,,,,,,,
2024-12-25 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ฟ้องคดีได้ยื่นคำขอส่งเอกสาร,ตรวจสอบในระบบแล้วยังไม่พบ,,,,,,,,,,
